2025-03-24 06:08:17.704 | INFO     | __main__:test_call_graph_parse:185 - Testing AsyncCallGraph parse() method
2025-03-24 06:08:17.704 | INFO     | __main__:test_call_graph_parse:198 - Using base_dir: /home/files/git/a-finite-monkey-engine
2025-03-24 06:08:17.704 | INFO     | __main__:test_call_graph_parse:199 - Using src_dir: examples/src
2025-03-24 06:08:17.704 | INFO     | finite_monkey.utils.async_call_graph:create:67 - whitelist.json not found, will analyze all functions
2025-03-24 06:08:17.704 | INFO     | finite_monkey.utils.async_call_graph:create:75 - modifier_whitelist.json not found, will analyze all modifiers
2025-03-24 06:08:17.725 | INFO     | finite_monkey.utils.parsestring:<module>:39 - Successfully loaded SGP Solidity parser
2025-03-24 06:11:49.231 | INFO     | finite_monkey.utils.async_call_graph:parse:632 - Parsing project at /home/files/git/a-finite-monkey-engine/examples/src
2025-03-24 06:11:49.232 | INFO     | finite_monkey.utils.async_call_graph:create:67 - whitelist.json not found, will analyze all functions
2025-03-24 06:11:49.233 | INFO     | finite_monkey.utils.async_call_graph:create:75 - modifier_whitelist.json not found, will analyze all modifiers
